frame,id,x,y,w,h,conf,class
1,1.0,122.99999999999999,708.0,43.89999999999999,100.79999999999995,1.0,0.0
1,2.0,542.0,554.0,34.200000000000045,90.5,1.0,0.0
1,3.0,1519.0,560.0,50.80000000000018,117.5,1.0,0.0
1,4.0,1373.0,519.0,34.5,93.59999999999991,1.0,0.0
1,5.0,500.0,550.0,35.299999999999955,89.79999999999995,0.999,0.0
1,6.0,1609.0,560.0,54.69999999999982,121.0,0.998,0.0
1,7.0,1446.0,504.0,29.59999999999991,81.0,0.997,0.0
1,8.0,1475.0,515.0,39.09999999999991,83.29999999999995,0.996,0.0
1,9.0,268.0,586.0,50.200000000000045,145.0,0.995,0.0
1,10.0,1074.0,485.0,17.199999999999818,38.700000000000045,0.995,0.0
1,11.0,649.0,528.0,26.200000000000045,69.0,0.994,0.0
1,12.0,787.0,505.0,17.90000000000009,45.0,0.988,0.0
1,13.0,1185.0,488.0,14.099999999999909,33.60000000000002,0.969,0.0
1,14.0,674.0,523.0,23.59999999999991,57.200000000000045,0.926,0.0
1,15.0,826.0,508.99999999999994,18.700000000000045,46.599999999999966,0.911,0.0
1,16.0,772.0,501.99999999999994,18.59999999999991,48.599999999999966,0.83,0.0
1,17.0,188.0,579.0,54.19999999999999,144.9000000000001,0.749,0.0
1,18.0,635.0,532.0,22.799999999999955,60.09999999999991,0.619,0.0
2,1.0,112.8596439934573,701.0578512396696,42.41225683298899,97.41570247933873,1.0,0.0
2,2.0,543.590031467375,541.8512396694215,32.60996853262509,86.24793388429748,0.999,0.0
2,3.0,1531.6762000481756,558.2644628099174,52.355204910501925,120.88429752066122,0.999,0.0
2,4.0,1375.3869389780266,512.0578512396695,35.41058168313066,96.02975206611563,0.999,0.0
2,5.0,498.7512404949879,538.7190082644629,36.98264380253272,94.05206611570247,1.0,0.0
2,6.0,1613.8222915438325,556.5289256198347,56.90663407600232,126.03305785123962,0.999,0.0
2,7.0,1449.8869401508848,504.8677685950414,28.837026791263725,78.83057851239664,0.999,0.0
2,8.0,1481.8406599377433,515.0,36.51140617795909,77.91983471074377,0.999,0.0
2,9.0,266.2187170803455,573.8512396694215,50.41929944858009,145.52066115702473,0.997,0.0
2,10.0,1072.5542311845775,482.396694214876,15.435025013769518,34.62148760330581,0.991,0.0
2,11.0,648.2178530761956,521.0578512396693,26.287932047771392,69.1735537190084,0.994,0.0
2,12.0,789.1943443037512,497.190082644628,19.784168092942764,49.85950413223145,0.989,0.0
2,13.0,1184.170101609345,486.2644628099174,14.75634467164673,35.161983471074336,0.883,0.0
2,14.0,674.4358934190778,514.3223140495866,24.986420630508974,60.584297520661266,0.952,0.0
2,15.0,825.1172232937294,500.3223140495867,18.888561830237677,47.12066115702487,0.937,0.0
2,16.0,775.2920392758969,499.39669421487605,17.99804336873126,47.03801652892554,0.86,0.0
2,17.0,176.9220303016108,565.9834710743803,56.42673002896771,150.6272727272726,0.938,0.0
2,18.0,633.772507666957,525.0578512396695,22.725839440480968,59.92644628099174,0.859,0.0
3,1.0,104.4252417042944,718.8522365488794,42.46148634887703,97.47184475833251,1.0,0.0
3,2.0,543.8597912344464,548.5341120224952,32.181165861679574,85.04823459667728,1.0,0.0
3,3.0,1532.2457601955207,550.2639070698157,53.156302338985824,122.69896873274683,1.0,0.0
3,4.0,1379.1803252738055,511.63490599513506,35.345908296934795,95.59945275114052,0.999,0.0
3,5.0,499.3541892219007,547.4717005106944,36.98956029823057,93.94523173357538,1.0,0.0
3,6.0,1621.389240328259,549.0355808286618,57.29329279239664,127.1307366905753,1.0,0.0
3,7.0,1453.2443660493086,500.2851807710838,29.48136131730098,80.19519498148043,0.999,0.0
3,8.0,1486.8863396373974,514.1988054282255,34.83005963445612,74.28425793617384,0.998,0.0
3,9.0,252.956672351467,588.8935309161689,52.51636704195195,151.29204834695292,0.994,0.0
3,10.0,1073.7268960844533,482.77404223417557,17.064846880226014,38.337845826459215,0.988,0.0
3,11.0,645.1375620775051,525.319446604605,27.847557122788885,73.33056159264947,0.997,0.0
3,12.0,789.9771139257012,509.2476893211141,17.400980132451423,43.847892300111425,0.989,0.0
3,13.0,1182.6937654187711,485.9649720841545,14.750116114805223,35.125711297979024,0.635,0.0
3,14.0,679.4366097438951,525.7508039996694,21.213425908251338,51.282641866852146,0.9,0.0
3,15.0,827.590893220416,507.36822062693903,18.157933281045644,45.270249731854676,0.965,0.0
3,16.0,775.2380477984077,504.48471600777367,17.957170711345952,46.92995712438682,0.836,0.0
3,17.0,168.35458750595893,585.9755854864015,56.03095422353124,149.92764801471662,0.572,0.0
4,1.0,93.93198084796157,722.021725590593,43.48292719206225,99.61579994819522,1.0,0.0
4,2.0,540.6206845116775,548.3838346882301,33.435983682739334,88.4073514472675,1.0,0.0
4,3.0,1543.6700980983949,555.2322530041154,52.00970011318577,119.98473606164202,0.999,0.0
4,4.0,1376.6941898084826,507.06822501092836,37.75165253479463,102.79994797203972,0.994,0.0
4,5.0,500.8691503577453,548.3364266685858,34.98550420359061,88.51613243414477,1.0,0.0
4,6.0,1634.0431514379927,550.4086675704701,59.493361396645014,131.84337204322424,0.999,0.0
4,7.0,1457.9883663177447,498.1157389043812,29.70780669321175,80.72029357230309,0.999,0.0
4,8.0,1490.4810048452803,510.0163091538166,35.59874213346302,75.87315430736083,0.999,0.0
4,9.0,252.9679611823958,599.8262330322359,50.63317442586799,145.41735369817934,0.986,0.0
4,10.0,1075.1022147753663,480.68565061436266,17.00993526628963,38.081740193931864,0.992,0.0
4,11.0,649.336046703685,527.5072515374007,27.538786649635995,72.799834134604,0.997,0.0
4,12.0,792.4355311710436,507.36433365650777,17.911448861993904,45.24099967736066,0.986,0.0
4,13.0,1188.2950399756246,483.6292719822826,14.648090916799902,34.85342003927076,0.84,0.0
4,14.0,675.7241008059888,522.4562089436707,24.446525746388488,59.23905563040262,0.939,0.0
4,15.0,828.239464265968,509.0100584772254,18.69767844912417,46.6959935622304,0.985,0.0
4,16.0,778.787057615371,506.8302934513327,17.02397492483624,44.31104504597607,0.963,0.0
4,17.0,162.62123925638704,586.7298883248677,56.19640748848684,150.64177575241297,0.993,0.0
4,18.0,637.200836473353,526.4592148326515,27.40521728859676,72.19776096060173,0.989,0.0
5,1.0,78.64588236934556,719.0438969014014,43.49832200016161,99.36651541559922,0.999,0.0
5,2.0,543.3206146277813,551.206401344035,32.819292881032425,86.43101504817469,1.0,0.0
5,3.0,1550.5876835246959,564.5348872853401,51.56080658545943,118.70648500490961,0.999,0.0
5,4.0,1380.479681103566,515.5522707625848,36.360298001533465,99.15955305417788,0.998,0.0
5,5.0,493.81491797729916,540.1420569265046,36.86430313940332,93.82182519677099,1.0,0.0
5,6.0,1641.9042071817832,558.9366086083717,59.25923580007111,130.96326934673425,1.0,0.0
5,7.0,1461.3890853468722,503.39850425175234,29.634240421276445,80.5806733224349,1.0,0.0
5,8.0,1493.838342572886,514.7349743165951,36.78759952841756,78.42099299532083,0.998,0.0
5,9.0,243.08117947801483,597.9162555837097,49.39602428647126,141.7277280332396,0.996,0.0
5,10.0,1074.1752303958633,485.0974074319439,15.984929719521006,35.833209233320645,0.527,0.0
5,11.0,651.2560959757411,526.0106860846907,26.515420921860823,69.99097328819425,0.998,0.0
5,12.0,794.5285140867061,505.3297133500322,17.74417940792864,44.838612849441006,0.992,0.0
5,13.0,1191.229513869214,484.36785380221147,14.935243241200169,35.56292269208416,0.815,0.0
5,14.0,675.5280767182728,517.5155950320195,26.639825197972414,65.06599768003093,0.948,0.0
5,15.0,827.7003209001044,507.99053024650425,18.1890372789901,45.40043897458054,0.982,0.0
5,16.0,780.1612010604952,507.4298950968128,16.52333347447552,42.74445063671686,0.966,0.0
5,17.0,155.12703371276444,586.628286462016,55.56825842406823,149.3028318800716,0.908,0.0
5,18.0,636.644547190446,525.4005145591294,26.759143364997044,70.23430494672516,0.975,0.0
6,1.0,62.84732791798438,728.4564554540183,46.09182137159184,105.7656980942877,0.994,0.0
6,2.0,540.670157620366,557.1953273460346,33.42849527938233,88.09259118557293,1.0,0.0
6,3.0,1557.7972827739172,572.6560213454187,51.69634538839864,119.22841402991025,1.0,0.0
6,4.0,1388.0758547972225,523.1758425744074,36.34300762270277,99.17372907473532,0.999,0.0
6,5.0,494.8887359574982,549.5003673159224,37.409317208131654,95.20401248067719,1.0,0.0
6,6.0,1650.9007662123506,569.8727239731795,57.43465312325134,126.46051909167545,1.0,0.0
6,7.0,1467.7551622460926,513.8671686915799,28.16120046601509,75.93531986438893,1.0,0.0
6,8.0,1499.1450952812804,525.6024992322178,36.84415106876986,78.66616351999028,1.0,0.0
6,9.0,238.81567547576887,602.0586089432887,51.06282181813194,146.15329520952218,0.999,0.0
6,11.0,650.2922940256914,530.4949781996005,28.7457232624688,76.36673352172102,0.995,0.0
6,12.0,795.7278760523003,513.1933385638064,17.56903400568558,44.592341907521586,0.989,0.0
6,14.0,676.5299902400337,523.6771089525498,26.78399781984899,65.54621595824028,0.979,0.0
6,15.0,827.8518260887012,516.2212905333447,18.345155907204116,45.96496248144331,0.977,0.0
6,16.0,776.7294934365768,509.7411366396972,18.76335992211125,48.67963601088786,0.945,0.0
6,17.0,144.12418376468736,589.93854687306,55.291648110892936,148.38825120055958,0.975,0.0
6,18.0,636.8040828502368,531.9741293649481,27.70217005451468,72.91940787932299,0.938,0.0
7,1.0,49.65384678733886,735.016484491382,46.66997265563419,106.87052157195603,0.985,0.0
7,2.0,537.2955244310876,558.480230779446,33.18733052679954,87.61644334808898,1.0,0.0
7,3.0,1560.159463869546,572.5398802192468,54.48245111523147,126.28846777275135,0.999,0.0
7,4.0,1391.5707258246553,522.2838294745043,36.9157386527354,101.09198955748116,0.996,0.0
7,5.0,495.7287813394284,550.2099266997816,36.5470282251743,92.9176909364819,1.0,0.0
7,6.0,1657.3246277771448,566.6205773577364,61.34734889768106,135.09418276180668,1.0,0.0
7,7.0,1469.51132463357,511.76974203343605,28.256291639829215,75.73248512500959,1.0,0.0
7,8.0,1501.684947915943,520.3883927885117,37.77637775792164,80.7703578305543,0.997,0.0
7,9.0,231.40687419033668,602.6245132335359,51.515390032319715,146.82774309935303,0.98,0.0
7,11.0,651.2019876259856,531.3008798567416,26.231766511833257,69.78803146009363,0.996,0.0
7,12.0,794.8188668102581,511.61819909218144,18.273775188359423,46.72040742643293,0.996,0.0
7,14.0,678.1563841210982,523.4413190552859,27.046976773188362,66.04837859415807,0.993,0.0
7,15.0,827.6505449327815,512.6566019546794,18.918965070966806,47.49492316928013,0.974,0.0
7,16.0,775.3197860748776,505.1474010060794,19.206227931892045,49.74873599524784,0.881,0.0
7,17.0,133.46455962378434,589.5291390663639,56.58160670470073,151.85936872468073,0.987,0.0
7,18.0,637.2100044979135,531.6377817751468,25.288675679096514,66.53808827261082,0.958,0.0
7,10.0,1073.9428372704945,491.94775240697027,15.117180254507275,33.91411213378774,0.879,0.0
7,13.0,1197.5116954604937,488.0597075638076,15.31090767565047,36.29570989864965,0.781,0.0
8,1.0,35.67247010042709,745.3772958076217,46.13955544623529,105.43469608486294,1.0,0.0
8,2.0,534.2039946188015,558.1316661800265,34.09707088685877,90.32929201160482,1.0,0.0
8,3.0,1567.9818405543444,577.7910450614545,53.16781612875775,123.53761206226363,0.999,0.0
8,4.0,1393.3660802355903,532.776198021135,34.76297657550731,95.01197671069804,1.0,0.0
8,5.0,493.6699682476776,555.2471057258907,36.842013324787786,93.83869531570099,1.0,0.0
8,6.0,1665.3749544119207,577.5215966048647,59.35614800396024,129.94576140200343,1.0,0.0
8,7.0,1471.7380712341858,514.4830467156199,29.95480597705682,79.88148122516805,1.0,0.0
8,8.0,1506.864278405719,527.959467381065,40.08803178552171,86.20676478338532,1.0,0.0
8,9.0,221.28806041411906,610.8599736666874,48.98707035206667,139.37402151022957,0.998,0.0
8,11.0,647.9799958944709,534.2995435018545,27.30782880340894,72.75414350409346,1.0,0.0
8,12.0,794.7416231589718,513.7250969527515,18.791707612586833,48.35258640322991,0.996,0.0
8,14.0,678.005411257785,528.0260052138527,27.126458382062538,66.28421104561107,0.997,0.0
8,15.0,827.8722246850358,516.7369561851831,18.071368990041947,45.391257481041066,0.983,0.0
8,16.0,778.7787554595652,509.26946766934606,19.303815457440805,49.728793123816274,0.86,0.0
8,17.0,127.17274313578542,600.1957763777878,56.13642906566042,149.53711464977778,0.942,0.0
8,18.0,634.7113644702198,540.5147594481643,23.85919793891844,62.694439673495935,0.997,0.0
8,22.0,1282.1011881188122,499.8,19.118811881187867,46.400000000000034,0.753,0.0
8,10.0,1078.618538086255,495.3232999545595,14.87066116590313,33.301080892033724,0.951,0.0
8,13.0,1194.6899203115127,496.566433499913,15.35646767469325,36.326890037130454,0.988,0.0
9,1.0,17.919971051055445,746.9718112509223,47.482745735629095,108.67708179213969,1.0,0.0
9,2.0,536.1806075175368,560.6290431515012,32.98515294780077,86.99497003501097,1.0,0.0
9,3.0,1576.1946727149852,589.1679843889833,51.43700932981619,119.26302065927894,1.0,0.0
9,4.0,1396.5119289216166,535.2334503271352,36.40425068774812,100.16269349772847,1.0,0.0
9,5.0,490.9457552820654,557.6806738155732,35.56699488720528,90.97374621349081,1.0,0.0
9,6.0,1673.8508414337641,580.9472113668103,63.93545886436914,139.1056055275542,1.0,0.0
